,Player Name,Player Age,Value,Team,Position,Nationality
1974,Georg Strauch,22,€200k, 1. FC Köln ,Defensive Midfield,Germany
5184,Georg Teigl,32,€400k, Austria Vienna ,Right-Back,Austria
9067,George Balan,17, , FC Universitatea Cluj ,Centre-Back,Romania
8954,George Cimpanu,22,€700k, Universitatea Craiova ,Right Winger,Romania
3390,George Cox,25,€900k, Fortuna Sittard ,Left-Back,England
9336,George Dragomir,19,€50k, FC Botosani ,Attacking Midfield,Romania
9127,George Ganea,23,€450k, FC U Craiova 1948 ,Centre-Forward,Romania
6041,George Harmon,22,€300k, Ross County FC ,Left-Back,England
9188,George Merloi,23,€250k, FC Voluntari ,Right Winger,Romania
9285,George Micle,21,€100k, ACSC FC Arges ,Goalkeeper,Romania
8962,George Ungureanu,16,€25k, FC Rapid 1923 ,Goalkeeper,Romania
10526,Georges Mandjeck,34,€200k, Nea Salamina Famagusta ,Defensive Midfield,Cameroon
3748,Georges-Kevin N'Koudou,28,€4.20m, Besiktas JK ,Left Winger,Cameroon
10755,Georgi Argilashki,31,€300k, Botev Plovdiv ,Goalkeeper,Bulgaria
10800,Georgi Atanasov,19,€100k, Arda Kardzhali ,Right Winger,Bulgaria
10957,Georgi Dinkov,31,€100k, Beroe Stara Zagora ,Left-Back,Bulgaria
10880,Georgi Georgiev,34,€100k, Cherno More Varna ,Goalkeeper,Bulgaria
10844,Georgi Karakashev,24,€250k, Lokomotiv Plovdiv ,Central Midfield,Bulgaria
10298,Georgi Kostadinov,32,€700k, APOEL Nicosia ,Defensive Midfield,Bulgaria
9232,Georgi Pashov,33,€300k, Petrolul Ploiesti ,Right-Back,Bulgaria
10906,Georgi Petkov,47,€10k, Slavia Sofia ,Goalkeeper,Bulgaria
10750,Georgi Rusev,24,€1.00m, CSKA 1948 ,Right Winger,Bulgaria
11016,Georgi Tartov,24,€200k, Hebar Pazardzhik ,Right Winger,Bulgaria
10655,Georgi Terziev,30,€300k, Ludogorets Razgrad ,Centre-Back,Bulgaria
11009,Georgi Valchev,32,€250k, Hebar Pazardzhik ,Central Midfield,Bulgaria
10723,Georgi Yomov,25,€500k, CSKA-Sofia ,Right Winger,Bulgaria
455,Georginio Rutter,20,€22.00m, Leeds United ,Centre-Forward,France
1182,Georginio Wijnaldum,32,€12.00m, AS Roma ,Central Midfield,Netherlands
5465,Georgios Athanasiadis,30,€1.80m, AEK Athens ,Goalkeeper,Greece
5797,Georgios Christodoulis,22,€50k, Ionikos Nikeas ,Goalkeeper,Greece
10308,Georgios Efrem,33,€350k, APOEL Nicosia ,Left Winger,Cyprus
10555,Georgios Ikonomidis,33,€250k, Karmiotissa Pano Polemidion ,Central Midfield,Cyprus
5527,Georgios Karakasidis,18,€100k, Aris Thessaloniki ,Goalkeeper,Greece
10518,Georgios Katsikas,32,€200k, Nea Salamina Famagusta ,Centre-Back,Greece
5711,Georgios Kornezos,25,€400k, PAS Lamia 1964 ,Centre-Back,Greece
5767,Georgios Kosteas,19,€50k, Asteras Tripolis ,Centre-Forward,Greece
1339,Georgios Kyriakopoulos,27,€5.00m, Bologna FC 1909 ,Left-Back,Greece
5521,Georgios Kyriopoulos,18, , Panathinaikos Athens ,Right Winger,Greece
5626,Georgios Liavas,22,€350k, Panetolikos GFS ,Right-Back,Greece
10320,Georgios Loizou,31,€25k, Apollon Limassol ,Goalkeeper,Cyprus
5732,Georgios Manousos,35,€200k, PAS Lamia 1964 ,Right Winger,Greece
5424,Georgios Masouras,29,€7.50m, Olympiacos Piraeus ,Left Winger,Greece
5805,Georgios Mygas,29,€400k, Ionikos Nikeas ,Right-Back,Greece
5660,Georgios Nikas,23,€350k, APO Levadiakos ,Central Midfield,Greece
5699,Georgios Pamlidis,29,€300k, PAS Giannina ,Right Winger,Greece
10419,Georgios Papadopoulos,31,€150k, Anorthosis Famagusta ,Goalkeeper,Cyprus
5753,Georgios Prountzos,19,€50k, Asteras Tripolis ,Defensive Midfield,Greece
5717,Georgios Saramantas,31,€250k, PAS Lamia 1964 ,Left-Back,Greece
5502,Georgios Sideras,20,€250k, Panathinaikos Athens ,Centre-Back,Greece
5467,Georgios Theocharis,20,€100k, AEK Athens ,Goalkeeper,Greece
5471,Georgios Tzavellas,35,€500k, AEK Athens ,Centre-Back,Greece
5606,Georgios Tzovaras,23,€250k, Atromitos Athen ,Left Winger,Greece
5508,Georgios Vagiannidis,21,€500k, Panathinaikos Athens ,Right-Back,Greece
5803,Georgios Valerianos,31,€350k, Ionikos Nikeas ,Left-Back,Greece
5662,Georgios Vrakas,21,€350k, APO Levadiakos ,Attacking Midfield,Greece
5629,Georgios Xenitidis,23,€350k, Panetolikos GFS ,Central Midfield,Greece
6162,Georgiy Bushchan,28,€10.00m, Dynamo Kyiv ,Goalkeeper,Ukraine
4668,Georgiy Dzhikiya,29,€8.00m, Spartak Moscow ,Centre-Back,Russia
5050,Georgiy Gongadze,27,€500k, Fakel Voronezh ,Centre-Forward,Russia
4860,Georgiy Melkadze,26,€1.00m, FC Sochi ,Centre-Forward,Russia
4745,Georgiy Shchennikov,31,€700k, CSKA Moscow ,Left-Back,Russia
6149,Georgiy Sudakov,20,€9.00m, Shakhtar Donetsk ,Attacking Midfield,Ukraine
6890,Georgiy Tsitaishvili,22,€800k, Lech Poznan ,Right Winger,Georgia
6281,Georgiy Yermakov,21,€50k, FK Oleksandriya ,Goalkeeper,Ukraine
4822,Georgiy Zotov,33,€400k, Krylya Sovetov Samara ,Right-Back,Russia
4134,Geraldo,31,€350k, Ümraniyespor ,Right Winger,Angola
1324,Gerard Deulofeu,29,€13.00m, Udinese Calcio ,Centre-Forward,Spain
1019,Gerard Gumbau,28,€3.00m, Elche CF ,Defensive Midfield,Spain
649,Gerard Moreno,31,€30.00m, Villarreal CF ,Centre-Forward,Spain
1549,Gerard Yepes,20,€500k, UC Sampdoria ,Defensive Midfield,Spain
4195,Gerardo Arteaga,24,€7.00m, KRC Genk ,Left-Back,Mexico
5680,Gerasimos Bakadimas,22,€100k, PAS Giannina ,Centre-Back,Greece
5470,Gerasimos Mitoglou,23,€1.00m, AEK Athens ,Centre-Back,Greece
7729,Gergő Lovrencsics,34,€250k, HNK Hajduk Split ,Right-Back,Hungary
6536,German Penkov,28,€100k, FK Minaj ,Goalkeeper,Ukraine
4767,Germán Conti,28,€2.00m, Lokomotiv Moscow ,Centre-Back,Argentina
657,Germán Pezzella,31,€5.00m, Real Betis Balompié ,Centre-Back,Argentina
3197,Gernot Trauner,31,€5.00m, Feyenoord Rotterdam ,Centre-Back,Austria
2099,Gerrit Holtmann,28,€3.50m, VfL Bochum ,Left Winger,Philippines
3616,Gerrit Nauber,31,€500k, Go Ahead Eagles ,Centre-Back,Germany
5548,Gervinho,35,€500k, Aris Thessaloniki ,Left Winger,Cote d'Ivoire
2372,Gerzino Nyamsi,26,€6.50m, RC Strasbourg Alsace ,Centre-Back,France
5679,Gerónimo Bortagaray,22,€300k, PAS Giannina ,Centre-Back,Uruguay
3143,Gerónimo Rulli,30,€10.00m, Ajax Amsterdam ,Goalkeeper,Argentina
3984,Ghayas Zahid,28,€1.50m, MKE Ankaragücü ,Attacking Midfield,Norway
9246,Gheorghe Grozav,32,€500k, Petrolul Ploiesti ,Left Winger,Romania
2613,Ghjuvanni Quilichini,20,€200k, AC Ajaccio ,Goalkeeper,France
1236,Giacomo Bonaventura,33,€2.50m, ACF Fiorentina ,Central Midfield,Italy
1574,Giacomo Quagliata,23,€2.00m, US Cremonese ,Left-Back,Italy
1054,Giacomo Raspadori,23,€35.00m, SSC Napoli ,Second Striker,Italy
1251,Gian Marco Ferrari,30,€5.00m, US Sassuolo ,Centre-Back,Italy
1511,Giangiacomo Magnani,27,€3.00m, Hellas Verona ,Centre-Back,Italy
1383,Gianluca Caprari,29,€9.00m, AC Monza ,Second Striker,Italy
1049,Gianluca Gaetano,22,€4.50m, SSC Napoli ,Attacking Midfield,Italy
1171,Gianluca Mancini,26,€18.00m, AS Roma ,Centre-Back,Italy
1249,Gianluca Pegolo,42,€100k, US Sassuolo ,Goalkeeper,Italy
1565,Gianluca Saro,22,€200k, US Cremonese ,Goalkeeper,Italy
214,Gianluca Scamacca,24,€27.00m, West Ham United ,Centre-Forward,Italy
2106,Gianluigi Donnarumma,24,€50.00m, Paris Saint-Germain ,Goalkeeper,Italy
3402,Gianmarco Cangiano,21,€800k, Fortuna Sittard ,Left Winger,Italy
4610,Gianni Bruno,31,€900k, Sint-Truidense VV ,Centre-Forward,Belgium
6616,Gianni De Nitti,20,€100k, FC Zürich ,Goalkeeper,Switzerland
9951,Gianni Stensness,24,€800k, Viking FK ,Centre-Back,Australia
5613,Giannis Anestis,32,€450k, Panetolikos GFS ,Goalkeeper,Greece
5646,Giannis Angelopoulos,25,€50k, APO Levadiakos ,Goalkeeper,Greece
5573,Giannis Apostolakis,18,€50k, OFI Crete FC ,Central Midfield,Greece
5633,Giannis Bouzoukis,25,€500k, Panetolikos GFS ,Attacking Midfield,Greece
7952,Giannis Christopoulos,22,€600k, Slaven Belupo Koprivnica ,Centre-Back,Greece
5670,Giannis Gianniotas,29,€250k, APO Levadiakos ,Right Winger,Greece
5603,Giannis Ikonomidis,25,€300k, Atromitos Athen ,Central Midfield,Greece
10515,Giannis Kalanidis,16, , Nea Salamina Famagusta ,Goalkeeper,Greece
5439,Giannis Kargas,28,€700k, PAOK Thessaloniki ,Centre-Back,Greece
5682,Giannis Kiakos,25,€300k, PAS Giannina ,Left-Back,Greece
5452,Giannis Konstantelias,20,€4.00m, PAOK Thessaloniki ,Attacking Midfield,Greece
5506,Giannis Kotsiras,30,€800k, Panathinaikos Athens ,Right-Back,Greece
7343,Giannis Masouras,26,€450k, Miedz Legnica ,Right Midfield,Greece
5437,Giannis Michailidis,23,€2.00m, PAOK Thessaloniki ,Centre-Back,Greece
5708,Giannis Nikopolidis,22,€75k, PAS Lamia 1964 ,Goalkeeper,Greece
6850,Giannis Papanikolaou,24,€1.80m, Rakow Czestochowa ,Defensive Midfield,Greece
5588,Giannis Saltas,21,€50k, Atromitos Athen ,Goalkeeper,Greece
10302,Giannis Satsias,20,€500k, APOEL Nicosia ,Central Midfield,Cyprus
5585,Giannis Theodosoulakis,18,€50k, OFI Crete FC ,Centre-Forward,Greece
5486,Giannis-Fivos Botos,22,€400k, AEK Athens ,Attacking Midfield,Greece
9754,Gideon Mensah,22,€200k, Varbergs BoIS ,Centre-Back,Ghana
7538,Gift Links,24,€400k, Aarhus GF ,Right Winger,South Africa
4288,Gift Orban,20,€9.00m, KAA Gent ,Centre-Forward,Nigeria
8662,Gigli Ndefe,29,€700k, FC Slovan Liberec ,Right-Back,Angola
3284,Gijs Smal,25,€4.00m, Twente Enschede FC ,Left-Back,Netherlands
1923,Gil Dias,26,€2.00m, VfB Stuttgart ,Right Winger,Portugal
10224,Gilbert Koomson,28,€450k, Sandefjord Fotball ,Right Winger,Ghana
2651,Gilberto,30,€6.00m, SL Benfica ,Right-Back,Brazil
4329,Gilles Dewaele,27,€1.40m, Standard Liège ,Right-Back,Belgium
6794,Gilles Richard,20,€100k, FC Sion ,Centre-Back,Switzerland
9310,Gino Oprescu,17, , ACSC FC Arges ,Right Winger,Romania
2821,Giorgi Aburjania,28,€800k, Gil Vicente FC ,Defensive Midfield,Georgia
3985,Giorgi Beridze,25,€2.00m, MKE Ankaragücü ,Left Winger,Georgia
6144,Giorgi Gocholeishvili,22,€900k, Shakhtar Donetsk ,Right-Back,Georgia
10315,Giorgi Kvilitaia,29,€1.80m, APOEL Nicosia ,Centre-Forward,Georgia
10417,Giorgi Loria,37,€200k, Anorthosis Famagusta ,Goalkeeper,Georgia
2954,Giorgi Makaridze,33,€700k, CS Marítimo ,Goalkeeper,Georgia
702,Giorgi Mamardashvili,22,€25.00m, Valencia CF ,Goalkeeper,Georgia
1145,Giorgio Scalvini,19,€30.00m, Atalanta BC ,Centre-Back,Italy
4862,Giorgiy Shelia,34,€500k, Akhmat Grozny ,Goalkeeper,Russia
10483,Giorgos Christoforou,19, , Olympiakos Nicosia ,Goalkeeper,Cyprus
10521,Giorgos Malekkidis,25,€200k, Nea Salamina Famagusta ,Left-Back,Cyprus
10407,Giorgos Mavris,18, , AEK Larnaca ,Left Winger,Cyprus
10402,Giorgos Naoum,22,€250k, AEK Larnaca ,Attacking Midfield,Cyprus
10584,Giorgos Pavlidis,20,€150k, Doxa Katokopias ,Central Midfield,Cyprus
10346,Giorgos Pontikou,20,€50k, Apollon Limassol ,Right Winger,Cyprus
6757,Giotto Morandi,24,€1.10m, Grasshopper Club Zurich ,Second Striker,Switzerland
643,Giovani Lo Celso,27,€18.00m, Villarreal CF ,Central Midfield,Argentina
9119,Giovanni,29,€500k, FC U Craiova 1948 ,Attacking Midfield,Brazil
1040,Giovanni Di Lorenzo,29,€25.00m, SSC Napoli ,Right-Back,Italy
911,Giovanni González,28,€2.00m, RCD Mallorca ,Right-Back,Uruguay
1639,Giovanni Reyna,20,€28.00m, Borussia Dortmund ,Attacking Midfield,United States
1056,Giovanni Simeone,27,€17.00m, SSC Napoli ,Centre-Forward,Argentina
6812,Giovanni Sio,34,€300k, FC Sion ,Centre-Forward,Cote d'Ivoire
10839,Giovanni Troupée,25,€500k, Lokomotiv Plovdiv ,Right-Back,Curacao
10848,Giovanny,25,€500k, Lokomotiv Plovdiv ,Left Winger,Brazil
387,Giulian Biancone,23,€7.00m, Nottingham Forest ,Right-Back,France
1371,Giulio Donati,33,€500k, AC Monza ,Right-Back,Italy
1431,Giulio Maggiore,25,€7.50m, US Salernitana 1919 ,Central Midfield,Italy
1456,Giuseppe Pezzella,25,€3.00m, US Lecce ,Left-Back,Italy
9910,Gjermund Asen,31,€450k, Lillestrøm SK ,Central Midfield,Norway
8934,Gjoko Zajkov,28,€600k, Universitatea Craiova ,Centre-Back,North Macedonia
7225,Gleb Kuchko,17, , Wisla Plock ,midfield,Belarus
5835,Glen Kamara,27,€6.00m, Rangers FC ,Defensive Midfield,Finland
4819,Glenn Bijl,27,€1.50m, Krylya Sovetov Samara ,Right-Back,Netherlands
6124,Glenn Middleton,23,€500k, Dundee United FC ,Left Winger,Scotland
9280,Godberg Cooper,25,€300k, AFC Chindia Targoviste ,Centre-Forward,Italy
10349,Godsway Donyoh,28,€500k, Apollon Limassol ,Centre-Forward,Ghana
10327,Godswill Ekpolo,27,€1.20m, Apollon Limassol ,Right-Back,Nigeria
4330,Gojko Cimirot,30,€1.50m, Standard Liège ,Defensive Midfield,Bosnia-Herzegovina
991,Gonzalo Escalante,30,€2.00m, Cádiz CF ,Central Midfield,Argentina
939,Gonzalo Melero,29,€4.00m, UD Almería ,Central Midfield,Spain
736,Gonzalo Montiel,26,€12.00m, Sevilla FC ,Right-Back,Argentina
5653,Gonzalo Paz,29,€325k, APO Levadiakos ,Left-Back,Argentina
970,Gonzalo Plata,22,€5.00m, Real Valladolid CF ,Right Winger,Ecuador
1010,Gonzalo Verdú,34,€700k, Elche CF ,Centre-Back,Spain
793,Gonzalo Villar,25,€4.50m, Getafe CF ,Central Midfield,Spain
2688,Gonçalo Borges,22,€2.00m, FC Porto ,Right Winger,Portugal
2961,Gonçalo Cardoso,22,€300k, CS Marítimo ,Centre-Back,Portugal
2931,Gonçalo Costa,23,€200k, Portimonense SC ,Left-Back,Portugal
2706,Gonçalo Esteves,19,€2.50m, Sporting CP ,Right-Back,Portugal
2660,Gonçalo Guedes,26,€28.00m, SL Benfica ,Second Striker,Portugal
2696,Gonçalo Inácio,21,€25.00m, Sporting CP ,Centre-Back,Portugal
2771,Gonçalo Nogueira,19,€300k, Vitória Guimarães SC ,Central Midfield,Portugal
774,Gonçalo Paciência,28,€2.50m, Celta de Vigo ,Centre-Forward,Portugal
3118,Gonçalo Pinto,22,€100k, GD Chaves ,Goalkeeper,Portugal
2662,Gonçalo Ramos,21,€40.00m, SL Benfica ,Centre-Forward,Portugal
2331,Gor Manvelyan,21,€400k, FC Nantes ,Attacking Midfield,France
6795,Gora Diouf,19,€10k, FC Sion ,Centre-Back,Senegal
8094,Goran Antonic,32,€500k, FK TSC Backa Topola ,Centre-Back,Serbia
3816,Goran Karacic,26,€150k, Adana Demirspor ,Goalkeeper,Bosnia-Herzegovina
8354,Goran Loncar,21,€200k, FK Kolubara Lazarevac ,Defensive Midfield,Serbia
8260,Goran Vuklis,35,€100k, FK Radnik Surdulica ,Goalkeeper,Serbia
2739,Gorby,20,€500k, SC Braga ,Defensive Midfield,France
701,Gorka Guruzeta,26,€2.00m, Athletic Bilbao ,Centre-Forward,Spain
9547,Gottfrid Rapp,17, , IF Elfsborg ,Right-Back,Sweden
5944,Graeme Shinnie,31,€700k, Aberdeen FC ,Defensive Midfield,Scotland
5976,Graham Carey,33,€500k, St. Johnstone FC ,Left Winger,Ireland
6821,Granit Lekaj,33,€100k, FC Winterthur ,Centre-Back,Switzerland
69,Granit Xhaka,30,€28.00m, Arsenal FC ,Central Midfield,Switzerland
6028,Greg Kiltie,26,€375k, St. Mirren FC ,Left Winger,Scotland
5862,Greg Taylor,25,€6.00m, Celtic FC ,Left-Back,Scotland
1616,Gregor Kobel,25,€35.00m, Borussia Dortmund ,Goalkeeper,Switzerland
5088,Gregory Wüthrich,28,€3.00m, SK Sturm Graz ,Centre-Back,Switzerland
2610,Grejohn Kyei,27,€2.00m, Clermont Foot 63 ,Centre-Forward,France
4432,Griffin Yow,20,€350k, KVC Westerlo ,Left Winger,United States
9286,Grigore Turda,25,€700k, ACSC FC Arges ,Centre-Back,Romania
1437,Grigoris Kastanos,25,€1.30m, US Salernitana 1919 ,Central Midfield,Cyprus
1828,Grischa Prömel,28,€7.50m, TSG 1899 Hoffenheim ,Central Midfield,Germany
7165,Grzegorz Tomasiewicz,26,€600k, Piast Gliwice ,Central Midfield,Poland
2499,Grégoire Coudert,24,€200k, Stade Brestois 29 ,Goalkeeper,France
1272,Grégoire Defrel,31,€2.00m, US Sassuolo ,Centre-Forward,France
6664,Grégory Karlen,28,€200k, FC St. Gallen 1879 ,Attacking Midfield,Switzerland
5566,Gudmundur Thórarinsson,30,€400k, OFI Crete FC ,Left-Back,Iceland
3105,Guga,25,€2.00m, Rio Ave FC ,Attacking Midfield,Portugal
1388,Guglielmo Vicario,26,€16.00m, FC Empoli ,Goalkeeper,Italy
5170,Guido Burgstaller,33,€900k, Rapid Vienna ,Centre-Forward,Austria
664,Guido Rodríguez,29,€28.00m, Real Betis Balompié ,Defensive Midfield,Argentina
4763,Guilherme,37,€500k, Lokomotiv Moscow ,Goalkeeper,Russia
9350,Guilherme Garutti,29,€400k, CS Mioveni ,Centre-Back,Brazil
6760,Guilherme Schettine,27,€900k, Grasshopper Club Zurich ,Centre-Forward,Brazil
10594,Guilherme Vicentini,22,€50k, Akritas Chlorakas ,Goalkeeper,Brazil
4614,Guillaume Dietsch,21,€900k, RFC Seraing ,Goalkeeper,France
4304,Guillaume François,32,€300k, Royale Union Saint Gilloise ,Right-Back,Belgium
4470,Guillaume Hubert,29,€600k, KV Oostende ,Goalkeeper,Belgium
2136,Guillermo Maripán,28,€13.00m, AS Monaco ,Centre-Back,Chile
1418,Guillermo Ochoa,37,€1.20m, US Salernitana 1919 ,Goalkeeper,Mexico
3131,Guima,27,€400k, GD Chaves ,Defensive Midfield,Portugal
10401,Gus Ledes,30,€700k, AEK Larnaca ,Central Midfield,Portugal
9541,Gustaf Lagerbielke,23,€900k, IF Elfsborg ,Centre-Back,Sweden
4315,Gustaf Nilsson,25,€1.50m, Royale Union Saint Gilloise ,Centre-Forward,Sweden
9583,Gustaf Norlin,26,€1.20m, IFK Göteborg ,Right Winger,Sweden
9763,Gustav Bendrik,20,€25k, Varbergs BoIS ,midfield,Sweden
6852,Gustav Berggren,25,€500k, Rakow Czestochowa ,Central Midfield,Sweden
7572,Gustav Dahl,27,€250k, Silkeborg IF ,Left-Back,Denmark
9693,Gustav Engvall,26,€400k, IFK Värnamo ,Centre-Forward,Sweden
9726,Gustav Friberg,20,€300k, Halmstads BK ,Left-Back,Sweden
9700,Gustav Granath,26,€400k, Degerfors IF ,Centre-Back,Sweden
7601,Gustav Grubbe,20,€400k, Odense Boldklub ,Right-Back,Denmark
9542,Gustav Henriksson,25,€350k, IF Elfsborg ,Centre-Back,Sweden
7460,Gustav Isaksen,21,€5.00m, FC Midtjylland ,Right Winger,Denmark
9719,Gustav Lindgren,21, , Degerfors IF ,Centre-Forward,Sweden
10120,Gustav Mogensen,21,€100k, Sarpsborg 08 FF ,Centre-Forward,Denmark
7675,Gustav Mortensen,19,€100k, Lyngby BK ,Left-Back,Denmark
9799,Gustav Sandberg Magnusson,31,€325k, IF Brommapojkarna ,Defensive Midfield,Sweden
9574,Gustav Svensson,36,€300k, IFK Göteborg ,Defensive Midfield,Sweden
10044,Gustav Valsvik,29,€400k, Strømsgodset IF ,Centre-Back,Norway
9449,Gustav Wikheim,30,€1.50m, Djurgårdens IF ,Left Winger,Norway
2789,Gustavo Assunção,23,€3.00m, FC Famalicão ,Defensive Midfield,Brazil
10702,Gustavo Busatto,32,€900k, CSKA-Sofia ,Goalkeeper,Brazil
10959,Gustavo Cascardo,26,€150k, Beroe Stara Zagora ,Right-Back,Brazil
3672,Gustavo Henrique,30,€2.40m, Fenerbahce ,Centre-Back,Brazil
4659,Gustavo Mantuan,21,€3.00m, Zenit St. Petersburg ,Left Winger,Brazil
9001,Gustavo Marins,21,€25k, FCV Farul Constanta ,Centre-Back,Brazil
400,Gustavo Scarpa,29,€12.00m, Nottingham Forest ,Attacking Midfield,Brazil
2796,Gustavo Sá,18,€1.00m, FC Famalicão ,Attacking Midfield,Portugal
3416,Guus Gertsen,19,€25k, NEC Nijmegen ,Centre-Back,Netherlands
3184,Guus Til,25,€7.00m, PSV Eindhoven ,Attacking Midfield,Netherlands
6344,Guy Hadida,27,€250k, Chornomorets Odessa ,Attacking Midfield,Israel
2173,Guéla Doué,20,€300k, Stade Rennais FC ,Right-Back,Cote d'Ivoire
7994,Guélor Kanga,32,€2.30m, Red Star Belgrade ,Attacking Midfield,Gabon
1292,Gvidas Gineitis,18,€500k, Torino FC ,Central Midfield,Lithuania
6051,Gwion Edwards,30,€500k, Ross County FC ,Right Winger,Wales
3322,Gyan de Regt,19,€100k, Vitesse Arnhem ,Left Winger,Netherlands
4238,Gyrano Kerk,27,€4.00m, Royal Antwerp FC ,Right Winger,Netherlands
2428,Gédéon Kalulu,25,€5.00m, FC Lorient ,Right-Back,DR Congo
4624,Gérald Kilota,29,€550k, RFC Seraing ,Left-Back,France
3964,Gökhan Akkan,28,€1.40m, MKE Ankaragücü ,Goalkeeper,Turkey
3880,Gökhan Gül,24,€750k, Kasimpasa ,Centre-Back,Germany
3827,Gökhan Inler,38,€175k, Adana Demirspor ,Defensive Midfield,Switzerland
4044,Gökhan Sazdagi,28,€750k, Kayserispor ,Left Winger,Turkey
3990,Gökhan Töre,31,€200k, MKE Ankaragücü ,Right Winger,Turkey
1641,Göktan Gürpüz,20,€300k, Borussia Dortmund ,Attacking Midfield,Turkey
4072,Görkem Saglam,25,€600k, Giresunspor ,Attacking Midfield,Turkey
3873,Günay Güvenc,31,€2.20m, Kasimpasa ,Goalkeeper,Turkey
3795,Güray Vural,34,€650k, Antalyaspor ,Left-Back,Turkey
2390,Habib Diallo,27,€14.00m, RC Strasbourg Alsace ,Centre-Forward,Senegal
2382,Habib Diarra,19,€4.00m, RC Strasbourg Alsace ,Defensive Midfield,France
4515,Habib Keïta,21,€800k, KV Kortrijk ,Central Midfield,Mali
3129,Habib Sylla,24,€100k, GD Chaves ,Right-Back,Cote d'Ivoire
6775,Hadj Mahmoud,22,€400k, FC Lugano ,Defensive Midfield,Tunisia
10326,Haitam Aleesami,31,€350k, Apollon Limassol ,Left-Back,Norway
7786,Hajdin Salihu,21,€100k, NK Lokomotiva Zagreb ,Centre-Back,Albania
3813,Haji Wright,25,€6.00m, Antalyaspor ,Centre-Forward,United States
4013,Hakan Arslan,34,€500k, Sivasspor ,Central Midfield,Turkey
3697,Hakan Aydin,20,€50k, Trabzonspor ,Goalkeeper,Turkey
1104,Hakan Calhanoglu,29,€35.00m, Inter Milan ,Central Midfield,Turkey
166,Hakan Çalhanoğlu,29,40000000,Inter de Milán,Medio campo - Pivote,
5292,Hakim Guenouche,22,€450k, SC Austria Lustenau ,Left-Back,France
51,Hakim Ziyech,30,€18.00m, Chelsea FC ,Right Winger,Morocco
7431,Hakon Evjen,23,€1.80m, Bröndby IF ,Attacking Midfield,Norway
9876,Hakon Rösten,18,€200k, Rosenborg BK ,Centre-Back,Norway
2534,Halid Sabanovic,23,€800k, Angers SCO ,Right-Back,Bosnia-Herzegovina
10064,Halldor Stenevik,23,€600k, Strømsgodset IF ,Right Winger,Norway
10127,Halvor Rödölen Opsahl,20,€600k, Hamarkameratene ,Centre-Back,Norway
2171,Hamari Traoré,31,€10.00m, Stade Rennais FC ,Right-Back,Mali
525,Hamed Junior Traorè,23,€22.00m, AFC Bournemouth ,Attacking Midfield,Cote d'Ivoire
10598,Hamed Karamoko Dramé,21,€150k, Akritas Chlorakas ,Centre-Back,France
